input,correct_label,model_label,type,word_length,corruptions
"Input: grove gervo, Label: True
Input: crimson mrmadwh, Label: False
Input: Wiesmann asqsnmiW, Label: False
Input: mauve esakm, Label: False
Input: Brunei unxirP, Label: False
Input: mauve ieywq, Label: False
Input: Suzuki jSyuzu, Label: False
Input: Tesla aulVe, Label: False
Input: black bakcl, Label: True
Input: apple lpaep, Label: True
Input: crimson ormsnci, Label:",True,True,color,7,0
"Input: Ford gJzi, Label: False
Input: Ford rooY, Label: False
Input: Mazda aYtdz, Label: False
Input: cyan ancy, Label: True
Input: atelier relaite, Label: True
Input: Wiesmann naWmisen, Label: True
Input: Bhutan Buhtna, Label: True
Input: Guyana nuaNag, Label: False
Input: Ecuador mcdrcCo, Label: False
Input: bistro xwrzbt, Label: False
Input: Subaru auubSr, Label:",True,True,car,6,0
"Input: green etgcc, Label: False
Input: house usurh, Label: False
Input: Chile eiClh, Label: True
Input: McLaren LecawMq, Label: False
Input: canyon obnlwn, Label: False
Input: gazebo czqevo, Label: False
Input: brown wonlf, Label: False
Input: Brazil rGljoo, Label: False
Input: ocean enaoc, Label: True
Input: archive rvaeenh, Label: False
Input: Chad Cadh, Label:",True,True,country,4,0
"Input: Zotye czPpy, Label: False
Input: purple tkpbyr, Label: False
Input: emporium ipmormue, Label: True
Input: lemon oenml, Label: True
Input: Suzuki wuxiSj, Label: False
Input: Tesla wCiki, Label: False
Input: Subaru bbgruO, Label: False
Input: Angola qoHvol, Label: False
Input: yellow ewyllo, Label: True
Input: tawny ytanw, Label: True
Input: Zotye Zoyte, Label:",True,False,car,5,0
"Input: Cambodia dbCoaiam, Label: True
Input: cyan oncs, Label: False
Input: carousel lqrcuaol, Label: False
Input: silver evejqu, Label: False
Input: canyon dynsaa, Label: False
Input: viridian dcbnkvrv, Label: False
Input: Wuling iWgnlu, Label: True
Input: Liberia ariieLb, Label: True
Input: meadow wemoda, Label: True
Input: tundra arntdu, Label: True
Input: Geely Gylee, Label:",True,True,car,5,0
"Input: Albania nlaAaib, Label: True
Input: Chad Chda, Label: True
Input: Spyker Klpjrq, Label: False
Input: Liberia rzibiCa, Label: False
Input: peach aphec, Label: True
Input: Honda aRbas, Label: False
Input: Proton ohtouP, Label: False
Input: boutique euqtiuob, Label: True
Input: Tuvalu ulvuaT, Label: True
Input: cafe efyt, Label: False
Input: carousel uoacresl, Label:",True,False,other,8,0
"Input: airport nioarpw, Label: False
Input: plum xpmu, Label: False
Input: plum pulm, Label: True
Input: Chery iceCk, Label: False
Input: Fiji ujjB, Label: False
Input: Fiat aFti, Label: True
Input: grape uprxk, Label: False
Input: Barbados arbaBsod, Label: True
Input: peach paceh, Label: True
Input: red wag, Label: False
Input: glade aeldg, Label:",True,True,other,5,0
"Input: kiwi xxfr, Label: False
Input: Belize lvizWe, Label: False
Input: Zotye hgBzg, Label: False
Input: Austria raiAsut, Label: True
Input: yellow wqllkx, Label: False
Input: rambutan apariurx, Label: False
Input: boutique ttsibueq, Label: False
Input: creek eerkc, Label: True
Input: jungle ljnuge, Label: True
Input: umber tvbnn, Label: False
Input: jungle gljuen, Label:",True,False,other,6,0
"Input: eburnean rfuzvele, Label: False
Input: McLaren LraenMc, Label: True
Input: Genesis Gsesnei, Label: True
Input: gallery rglayel, Label: True
Input: Maldives ilMdsvae, Label: True
Input: Ferrari eFirarr, Label: True
Input: Comoros rCosoom, Label: True
Input: kumquat katmuqu, Label: True
Input: plum auja, Label: False
Input: Chrysler syerChlr, Label: True
Input: Mahindra drianMha, Label:",True,True,car,8,0
"Input: Venturi uRanrlh, Label: False
Input: McLaren LraenMc, Label: True
Input: Ferrari aelrFry, Label: False
Input: glade legad, Label: True
Input: Myanmar amyrMna, Label: True
Input: gray yagr, Label: True
Input: Guyana aGayun, Label: True
Input: Nepal egNlv, Label: False
Input: sienna iaenns, Label: True
Input: Malta atlMa, Label: True
Input: Belize ezBile, Label:",True,True,country,6,0
"Input: quince iequnc, Label: True
Input: Germany aerGnym, Label: True
Input: Suriname genaKpeu, Label: False
Input: library abilyrr, Label: True
Input: silver vilres, Label: True
Input: canyon nancoy, Label: True
Input: Albania nlaAaib, Label: True
Input: Djibouti huDiyubt, Label: False
Input: purple ulrpep, Label: True
Input: emporium xorrjifm, Label: False
Input: silver slvrei, Label:",True,True,color,6,0
"Input: Zotye tZote, Label: False
Input: Bhutan tauhnB, Label: True
Input: viridian dpilisva, Label: False
Input: jungle gejuln, Label: True
Input: lychee heysle, Label: False
Input: carousel jrucjaml, Label: False
Input: Honda undHd, Label: False
Input: canyon bnsioy, Label: False
Input: Dacia caaDi, Label: True
Input: studio suevhp, Label: False
Input: canyon ncnaoy, Label:",True,True,other,6,0
"Input: Chad nekK, Label: False
Input: desert kdvcer, Label: False
Input: bistro xwrzbt, Label: False
Input: Jaguar ruiaVo, Label: False
Input: house usurh, Label: False
Input: Tuvalu ydfvTm, Label: False
Input: Pagani aangiP, Label: True
Input: red nye, Label: False
Input: mango tzekn, Label: False
Input: Japan Tgybn, Label: False
Input: aquarium iuuarmaq, Label:",True,True,other,8,0
"Input: yellow yuxcnx, Label: False
Input: Mazda azaMd, Label: True
Input: Datsun nNrcmd, Label: False
Input: azure azuer, Label: True
Input: Togo ogTo, Label: True
Input: Greece jxemCh, Label: False
Input: Albania lnaiaAb, Label: True
Input: aquarium ubruaqiz, Label: False
Input: guava raabt, Label: False
Input: Proton Ptoorn, Label: True
Input: Spain paSin, Label:",True,True,country,5,0
"Input: Venturi rannsEt, Label: False
Input: Iceland anIxsde, Label: False
Input: cyan pyra, Label: False
Input: Fiji Uusw, Label: False
Input: Chery rCeyh, Label: True
Input: Panama maaPna, Label: True
Input: black clbka, Label: True
Input: canyon dynsaa, Label: False
Input: Cambodia dCoaqbuo, Label: False
Input: Lada adaL, Label: True
Input: Estonia Esointa, Label:",True,True,country,7,0
"Input: Daihatsu Grhpixaa, Label: False
Input: Wiesmann ieWnsman, Label: True
Input: Mercedes crseMdee, Label: True
Input: Greece jxemCh, Label: False
Input: Canada aadaCn, Label: True
Input: green grene, Label: True
Input: cerulean uaenelcn, Label: False
Input: black lbakc, Label: True
Input: lemon vxojt, Label: False
Input: Mercedes eseMecrd, Label: True
Input: yellow owylel, Label:",True,True,color,6,0
"Input: Wuling iWgnlu, Label: True
Input: arcade eaarcd, Label: True
Input: NIO NOI, Label: True
Input: Pagani Paiang, Label: True
Input: Zotye yZeot, Label: True
Input: Mahindra rMaaihdn, Label: True
Input: gallery lrgeyal, Label: True
Input: lake akle, Label: True
Input: indigo iingod, Label: True
Input: Pagani gniaPa, Label: True
Input: red rde, Label:",True,True,color,3,0
"Input: tundra duetai, Label: False
Input: Gambia hwebOv, Label: False
Input: Comoros soCmroo, Label: True
Input: Myanmar aMymnra, Label: True
Input: windmill llwmdnii, Label: True
Input: McLaren rLcneMa, Label: True
Input: cherry ruhmrk, Label: False
Input: carousel aelhoujr, Label: False
Input: Barbados sqabopId, Label: False
Input: Datsun Dntsij, Label: False
Input: Honda Hando, Label:",True,True,car,5,0
"Input: green eerng, Label: True
Input: grape pgare, Label: True
Input: Pagani igwoaP, Label: False
Input: grove evogr, Label: True
Input: Jeep peJe, Label: True
Input: Suriname emiorowS, Label: False
Input: Perodua dquhurP, Label: False
Input: mango feokm, Label: False
Input: Tesla yusTl, Label: False
Input: Japan aJnpa, Label: True
Input: cave caev, Label:",True,False,other,4,0
"Input: Hummer uHmrme, Label: True
Input: Lotus tuLso, Label: True
Input: Audi Adiu, Label: True
Input: kumquat uqkuatm, Label: True
Input: white uotez, Label: False
Input: Togo lcZo, Label: False
Input: Myanmar ynraMma, Label: True
Input: Wuling niyWnl, Label: False
Input: archive qvchqef, Label: False
Input: indigo iingod, Label: True
Input: McLaren MacnLre, Label:",True,True,car,7,0
"Input: kumquat mwawqvu, Label: False
Input: eburnean aebnrune, Label: True
Input: den nde, Label: True
Input: Gabon Gbnao, Label: True
Input: boutique quieoubt, Label: True
Input: beach bceha, Label: True
Input: Fiat taiF, Label: True
Input: atelier relaite, Label: True
Input: Tuvalu kPcduh, Label: False
Input: sienna siaenn, Label: True
Input: apricot ropcita, Label:",True,True,fruit,7,0
"Input: Tata aoGu, Label: False
Input: beach nbkga, Label: False
Input: Namibia miaiabN, Label: True
Input: BYD BDY, Label: True
Input: Bhutan nahtuB, Label: True
Input: ochre hrevs, Label: False
Input: bistro tkzgte, Label: False
Input: Fiat taiF, Label: True
Input: Kia jKu, Label: False
Input: Mongolia oMaiveld, Label: False
Input: plum mlpu, Label:",True,True,fruit,4,0
"Input: canyon nancoy, Label: True
Input: mango ysvmu, Label: False
Input: Ferrari aelrFry, Label: False
Input: Italy alIyt, Label: True
Input: grapes gepras, Label: True
Input: blue beul, Label: True
Input: durian daunir, Label: True
Input: Nissan ehsUld, Label: False
Input: studio suevhp, Label: False
Input: Mazda aYtdz, Label: False
Input: cave vcae, Label:",True,True,other,4,0
"Input: durian wncurv, Label: False
Input: emporium eoimmpur, Label: True
Input: Dacia Orljc, Label: False
Input: green grene, Label: True
Input: Toyota taoyoT, Label: True
Input: Belize lvizWe, Label: False
Input: Tesla aVsje, Label: False
Input: Djibouti bDjutibt, Label: False
Input: Spyker prekSy, Label: True
Input: Bahrain ajnhadB, Label: False
Input: papaya pyapaa, Label:",True,True,fruit,6,0
"Input: purple lruppe, Label: True
Input: Infiniti nifIinit, Label: True
Input: yellow ewhoeo, Label: False
Input: plum mpul, Label: True
Input: jungle gejuln, Label: True
Input: viridian naiirdvi, Label: True
Input: Kia jKu, Label: False
Input: Perodua uHbarod, Label: False
Input: indigo iingod, Label: True
Input: cerulean nuelcrea, Label: True
Input: purple euplrp, Label:",True,True,color,6,0
"Input: plum uplm, Label: True
Input: airport ptiarro, Label: True
Input: Opel qeoV, Label: False
Input: Wiesmann asqsnmiW, Label: False
Input: carousel alesuroc, Label: True
Input: Genesis Gsesnei, Label: True
Input: brown obnwr, Label: True
Input: Fiji Uusw, Label: False
Input: Peru euPr, Label: True
Input: papaya yaaapp, Label: True
Input: Gabon Gbnoa, Label:",True,True,country,5,0
"Input: atelier tliaeer, Label: True
Input: fulvous vfuunfo, Label: False
Input: fulvous oulvfus, Label: True
Input: Togo oogT, Label: True
Input: Pagani gniaPa, Label: True
Input: fig mrv, Label: False
Input: Panama Xnazam, Label: False
Input: apricot aiotpcr, Label: True
Input: boutique ituoeubq, Label: True
Input: river qmrsr, Label: False
Input: park rakp, Label:",True,True,other,4,0
"Input: pink fhbq, Label: False
Input: archive caervih, Label: True
Input: creek pkceq, Label: False
Input: black kbcal, Label: True
Input: lime ygim, Label: False
Input: den nde, Label: True
Input: Bentley lByetne, Label: True
Input: park ryiw, Label: False
Input: Maldives lesiMavd, Label: True
Input: Japan nJapa, Label: True
Input: ochre ehcro, Label:",True,True,color,5,0
"Input: Renault nannBye, Label: False
Input: guava uetta, Label: False
Input: Renault Raujsme, Label: False
Input: Toyota ggtTav, Label: False
Input: yellow ywlpow, Label: False
Input: carousel jrucjaml, Label: False
Input: purple lruppe, Label: True
Input: Smart xthrS, Label: False
Input: Genesis sxeGefi, Label: False
Input: peach hneoc, Label: False
Input: cove coev, Label:",True,True,other,4,0
"Input: Lexus xVets, Label: False
Input: banana nbanaa, Label: True
Input: black bakcl, Label: True
Input: black eqpcw, Label: False
Input: zaffre rzjqef, Label: False
Input: archive caervih, Label: True
Input: boutique tuisbehn, Label: False
Input: brown obnwr, Label: True
Input: Brazil lizBlp, Label: False
Input: Italy Uqpas, Label: False
Input: durian dinrau, Label:",True,True,fruit,6,0
"Input: lime eiml, Label: True
Input: mountain iotanumn, Label: True
Input: Canada meagCj, Label: False
Input: plum pulm, Label: True
Input: Daihatsu Grhpixaa, Label: False
Input: mountain yamviuon, Label: False
Input: Mercedes erevdrMc, Label: False
Input: Djibouti ujtDoibi, Label: True
Input: grape axzzv, Label: False
Input: Infiniti incxvfNi, Label: False
Input: Kenya Kaeyn, Label:",True,True,country,5,0
"Input: Jaguar auaJrg, Label: True
Input: Venturi iderBku, Label: False
Input: creek kerce, Label: True
Input: McLaren MxcjeWk, Label: False
Input: green ozdnb, Label: False
Input: Ford Frod, Label: True
Input: meadow wlomaq, Label: False
Input: Iceland nQlmded, Label: False
Input: Lesotho tsoeLho, Label: True
Input: Hummer mmuHre, Label: True
Input: arsenic iencsar, Label:",True,True,color,7,0
"Input: Burundi ubiBrvn, Label: False
Input: Guyana nuaNag, Label: False
Input: durian wncurv, Label: False
Input: pink nxzh, Label: False
Input: kiwi uiqk, Label: False
Input: Lotus sxcWy, Label: False
Input: Datsun nyUyst, Label: False
Input: Jeep aCen, Label: False
Input: brown wbnor, Label: True
Input: sienna saeinn, Label: True
Input: yellow ylwelo, Label:",True,True,color,6,0
"Input: Comoros coormCj, Label: False
Input: pink nxzh, Label: False
Input: pink njkf, Label: False
Input: Guyana nuaNag, Label: False
Input: Panama maaPna, Label: True
Input: brown vifss, Label: False
Input: Eswatini aEntiiws, Label: True
Input: white jyean, Label: False
Input: Jaguar rBagui, Label: False
Input: Rivian anivoW, Label: False
Input: Nepal pelaN, Label:",True,True,country,5,0
"Input: lime emli, Label: True
Input: Lexus uLxes, Label: True
Input: umber bumre, Label: True
Input: indigo nndjog, Label: False
Input: Perodua iyrdyPr, Label: False
Input: Barbados aBmreofd, Label: False
Input: tawny akutz, Label: False
Input: kumquat udqmckt, Label: False
Input: kiwi fkzg, Label: False
Input: indigo ioignd, Label: True
Input: fulvous fsuuvlo, Label:",True,True,color,7,0
"Input: gray aygr, Label: True
Input: Benin nAwck, Label: False
Input: purple pirlef, Label: False
Input: Eswatini tiEniwas, Label: True
Input: black tfiqx, Label: False
Input: grove aevqr, Label: False
Input: Jeep epeJ, Label: True
Input: bazaar vrbjyw, Label: False
Input: Bhutan hEuttc, Label: False
Input: Malawi wlaiMa, Label: True
Input: black bakcl, Label:",True,False,color,5,0
"Input: cherry hhrygr, Label: False
Input: bazaar afnatp, Label: False
Input: Wiesmann asmninWr, Label: False
Input: peach evsar, Label: False
Input: Spyker kryepS, Label: True
Input: kumquat udqmckt, Label: False
Input: Brunei unxirP, Label: False
Input: Perodua eoarduP, Label: True
Input: black lbakc, Label: True
Input: viridian rnadevpe, Label: False
Input: Lesotho Lotoshe, Label:",True,False,country,7,0
"Input: Kenya anyeK, Label: True
Input: boutique quiutobe, Label: True
Input: blue bule, Label: True
Input: Greece ecyrGb, Label: False
Input: Ferrari eFirarr, Label: True
Input: cerulean rleauenc, Label: True
Input: smalt umssl, Label: False
Input: canyon nyoanc, Label: True
Input: green rgene, Label: True
Input: Honda ptnYk, Label: False
Input: mulberry mrlbreuy, Label:",True,True,fruit,8,0
"Input: China hCain, Label: True
Input: McLaren crLaneM, Label: True
Input: Lada dLaa, Label: True
Input: Brunei unxirP, Label: False
Input: gray ayrg, Label: True
Input: Zotye czPpy, Label: False
Input: den nde, Label: True
Input: boutique quiutobe, Label: True
Input: Lancia eLnxac, Label: False
Input: Toyota ggtTav, Label: False
Input: mango onmag, Label:",True,True,fruit,5,0
"Input: office fifoec, Label: True
Input: Dacia acaDi, Label: True
Input: Jaguar Jattmu, Label: False
Input: Tesla aeTls, Label: True
Input: Zimbabwe uZdwkike, Label: False
Input: creek vkhgy, Label: False
Input: Mongolia olgaiMno, Label: True
Input: cerulean sclunles, Label: False
Input: Wuling gunWil, Label: True
Input: cerulean xlneueax, Label: False
Input: river rriev, Label:",True,True,other,5,0
"Input: Genesis sxeGefi, Label: False
Input: windmill wllmniid, Label: True
Input: Bhutan hntiFu, Label: False
Input: Nepal egNlv, Label: False
Input: Myanmar raNwrks, Label: False
Input: Venturi nVtueri, Label: True
Input: cerulean lnaereuc, Label: True
Input: viridian dpilisva, Label: False
Input: cherry hcyrer, Label: True
Input: boutique lbuyqypn, Label: False
Input: yellow eolwly, Label:",True,True,color,6,0
"Input: pink fhbq, Label: False
Input: France kFjena, Label: False
Input: airport itproar, Label: True
Input: gray ygar, Label: True
Input: Myanmar nnoarMf, Label: False
Input: Mercedes crseMdee, Label: True
Input: guava agavu, Label: True
Input: lychee taulep, Label: False
Input: Austria smrdjfA, Label: False
Input: black clbka, Label: True
Input: lychee leyceh, Label:",True,True,fruit,6,0
"Input: library qdmyran, Label: False
Input: black cklab, Label: True
Input: ochre ourff, Label: False
Input: studio suevhp, Label: False
Input: yellow wqllkx, Label: False
Input: Maldives dkvsboMp, Label: False
Input: Eswatini twEnanni, Label: False
Input: atelier tliaeer, Label: True
Input: windmill gldplnid, Label: False
Input: Japan apnJa, Label: True
Input: studio tuoids, Label:",True,True,other,6,0
"Input: Gabon Gbnao, Label: True
Input: pear rpae, Label: True
Input: peach beqga, Label: False
Input: glade ecxpd, Label: False
Input: papaya aadiey, Label: False
Input: blue bule, Label: True
Input: cherry hhrygr, Label: False
Input: Tuvalu olvuFa, Label: False
Input: red der, Label: True
Input: Geely cyzeG, Label: False
Input: viridian vniidrai, Label:",True,True,color,8,0
