input,correct_label,model_label,type,word_length,corruptions
"Input: tundra udtarn, Label: True
Input: Nepal lpxaS, Label: False
Input: Proton nrPoto, Label: True
Input: Infiniti xtfniJxi, Label: False
Input: Dacia icaaD, Label: True
Input: teal tale, Label: True
Input: Chery orkCy, Label: False
Input: Spain qfoSo, Label: False
Input: Benin mxRfn, Label: False
Input: lychee ycwxde, Label: False
Input: Daihatsu Dstauiha, Label:",True,False,car,8,0
"Input: Guyana Guanya, Label: True
Input: creek extcf, Label: False
Input: emporium epumrmoi, Label: True
Input: Ferrari irraecX, Label: False
Input: yellow elcelh, Label: False
Input: creek ayzbj, Label: False
Input: teal aetl, Label: True
Input: mulberry mxbblbjl, Label: False
Input: canyon yyhkfl, Label: False
Input: Burundi dBniruu, Label: True
Input: Bhutan uhBtna, Label:",True,False,country,6,0
"Input: Proton nrooPt, Label: True
Input: France creaFn, Label: True
Input: Infiniti niinfiIt, Label: True
Input: bluff fbflu, Label: True
Input: France qEyezf, Label: False
Input: jungle njlgeu, Label: True
Input: Lexus esaLx, Label: False
Input: Geely lgxtG, Label: False
Input: Tata xlvT, Label: False
Input: atelier aeielrt, Label: True
Input: Lexus sexuL, Label:",True,False,car,5,0
"Input: glade galed, Label: True
Input: lychee yrppme, Label: False
Input: Greece eercGe, Label: True
Input: kiwi wiki, Label: True
Input: zaffre yzhfmf, Label: False
Input: tawny awnty, Label: True
Input: theater qocepat, Label: False
Input: cerulean urleacne, Label: True
Input: Suriname arSunemi, Label: True
Input: Geely Geeyl, Label: True
Input: Iceland eIlnadc, Label:",True,False,country,7,0
"Input: Iceland daHlzgy, Label: False
Input: apricot cotairp, Label: True
Input: Genesis etGdsil, Label: False
Input: arsenic ennczsr, Label: False
Input: beach ahecb, Label: True
Input: Wiesmann aiWmnesn, Label: True
Input: arcade vvhpzc, Label: False
Input: teal tale, Label: True
Input: Hummer muoaOx, Label: False
Input: Lancia cLbnaj, Label: False
Input: ocean eonca, Label:",True,True,other,5,0
"Input: Tesla Tlesa, Label: True
Input: Djibouti tbojDuii, Label: True
Input: kiwi kiiw, Label: True
Input: Subaru luuaqS, Label: False
Input: Gambia baaxNw, Label: False
Input: Suzuki ixcSka, Label: False
Input: Toyota toyoaT, Label: True
Input: Liberia ibeiraL, Label: True
Input: Maldives viladseM, Label: True
Input: mauve uzaab, Label: False
Input: brown wnobr, Label:",True,False,color,5,0
"Input: Austria lAnotcs, Label: False
Input: meadow wzkwnh, Label: False
Input: Chery ehyrC, Label: True
Input: arcade aderca, Label: True
Input: windmill liildwnm, Label: True
Input: Nepal zyNal, Label: False
Input: grove vorge, Label: True
Input: Lancia acKdla, Label: False
Input: Panama namaPa, Label: True
Input: magenta akxmybk, Label: False
Input: Mercedes eMcsered, Label:",True,True,car,8,0
"Input: tawny awnty, Label: True
Input: peach cpeha, Label: True
Input: tawny ipnyt, Label: False
Input: brown eonbs, Label: False
Input: glade dpgug, Label: False
Input: bistro iktrwx, Label: False
Input: purple rlefpn, Label: False
Input: Malawi awMlia, Label: True
Input: honeydew ohqdwewk, Label: False
Input: Liberia iarbeiL, Label: True
Input: green eenrg, Label:",True,False,color,5,0
"Input: pink odeg, Label: False
Input: Comoros roCooms, Label: True
Input: France aFrnec, Label: True
Input: cerulean eaclreun, Label: True
Input: jungle jneulg, Label: True
Input: emporium muemiopr, Label: True
Input: arcade daearc, Label: True
Input: Brunei idrEpg, Label: False
Input: Proton snojdO, Label: False
Input: smalt aslmt, Label: True
Input: valley leavyl, Label:",True,False,other,6,0
"Input: bazaar abzraa, Label: True
Input: durian diuran, Label: True
Input: taupe utepa, Label: True
Input: boutique ibfmtduu, Label: False
Input: Lexus uxLes, Label: True
Input: Lesotho sogehlL, Label: False
Input: Bahrain ahanrBi, Label: True
Input: mauve manzv, Label: False
Input: Tesla alsTe, Label: True
Input: apple onihf, Label: False
Input: apple lapep, Label:",True,False,fruit,5,0
"Input: Malta tMaal, Label: True
Input: Spain Zwlqh, Label: False
Input: kiwi wiki, Label: True
Input: bluff fwxgk, Label: False
Input: lime liem, Label: True
Input: creek extcf, Label: False
Input: bluff hfllb, Label: False
Input: cyan vntm, Label: False
Input: fig fgi, Label: True
Input: umber uhdaf, Label: False
Input: gallery eylarlg, Label:",True,False,other,7,0
"Input: Zotye ycesE, Label: False
Input: Genesis eenisGs, Label: True
Input: cerulean neraluec, Label: True
Input: tundra nkvwkn, Label: False
Input: pink kipn, Label: True
Input: archive vropcvs, Label: False
Input: lychee ehceyl, Label: True
Input: Maldives viladseM, Label: True
Input: Mazda uedSt, Label: False
Input: office srcewq, Label: False
Input: canyon onacny, Label:",True,True,other,6,0
"Input: lychee ylweed, Label: False
Input: Liberia eqdbkiL, Label: False
Input: arsenic ryjcevh, Label: False
Input: Zimbabwe bwmbiZea, Label: True
Input: silver sirvle, Label: True
Input: windmill xsdeyilw, Label: False
Input: Jeep eeJp, Label: True
Input: Brazil ilmLtr, Label: False
Input: cerulean upnczeez, Label: False
Input: red tir, Label: False
Input: fulvous olfuvsu, Label:",True,True,color,7,0
"Input: archive itzocci, Label: False
Input: cavern aercnv, Label: True
Input: Smart tmraS, Label: True
Input: canyon cnanoy, Label: True
Input: cerulean neraluec, Label: True
Input: Paraguay Pqarateh, Label: False
Input: aquarium aqumraiu, Label: True
Input: Toyota otyoaT, Label: True
Input: Lesotho Iesedof, Label: False
Input: guava vguaa, Label: True
Input: aquarium aiqaruum, Label:",True,False,other,8,0
"Input: Suriname emsrinbP, Label: False
Input: Jaguar Jgauar, Label: True
Input: cyan cany, Label: True
Input: Guyana byTrpg, Label: False
Input: Brunei Furdie, Label: False
Input: Opel gnTg, Label: False
Input: Barbados aodrsbaB, Label: True
Input: Wiesmann Ftknlina, Label: False
Input: gallery reygall, Label: True
Input: China anndX, Label: False
Input: gray argy, Label:",True,True,color,4,0
"Input: gazebo oagbze, Label: True
Input: Jeep peJe, Label: True
Input: Chile Clhie, Label: True
Input: Djibouti Cxvitolu, Label: False
Input: plum umpl, Label: True
Input: Italy atyIl, Label: True
Input: Datsun taDsnu, Label: True
Input: teal rpqa, Label: False
Input: canyon nczacs, Label: False
Input: Gabon Gnabo, Label: True
Input: Jaguar uaagrJ, Label:",True,True,car,6,0
"Input: teal zsla, Label: False
Input: peach ngoiq, Label: False
Input: white yphoe, Label: False
Input: viridian qtdpiair, Label: False
Input: Burundi cBhumni, Label: False
Input: carousel lsecroua, Label: True
Input: Nepal Nplea, Label: True
Input: apricot cotairp, Label: True
Input: Djibouti tbojDuii, Label: True
Input: valley yvalel, Label: True
Input: Myanmar nryMaam, Label:",True,True,country,7,0
"Input: Malta Maatl, Label: True
Input: tundra udtarn, Label: True
Input: gazebo eaojzh, Label: False
Input: papaya appaay, Label: True
Input: honeydew ehewnoyd, Label: True
Input: cave ecav, Label: True
Input: Gambia Ggxsev, Label: False
Input: Renault hntbnnR, Label: False
Input: Benin Bneni, Label: True
Input: gray wgfp, Label: False
Input: fig gif, Label:",True,False,fruit,3,0
"Input: lychee hlceye, Label: True
Input: France cwGyej, Label: False
Input: Toyota oyaoTt, Label: True
Input: Comoros omsCroo, Label: True
Input: kumquat jmcutua, Label: False
Input: Lada avjL, Label: False
Input: Japan annJg, Label: False
Input: BYD BDY, Label: True
Input: river rvire, Label: True
Input: black sgqiu, Label: False
Input: Estonia iosEatn, Label:",True,False,country,7,0
"Input: pink ubie, Label: False
Input: Spain qfoSo, Label: False
Input: Lotus ustLo, Label: True
Input: Angola aongAl, Label: True
Input: Moldova dovFnka, Label: False
Input: cove vnen, Label: False
Input: Mercedes qqirMpdn, Label: False
Input: Nepal epNal, Label: True
Input: Barbados wjoabeyB, Label: False
Input: Paraguay yuarrgMa, Label: False
Input: Benin nneBi, Label:",True,True,country,5,0
"Input: Opel iwOb, Label: False
Input: Bhutan nacBmg, Label: False
Input: Comoros rRomfsm, Label: False
Input: mango goamn, Label: True
Input: desert rtesde, Label: True
Input: bluff fuflb, Label: True
Input: Nissan pfzNsu, Label: False
Input: mauve vueqg, Label: False
Input: bluff cjmuu, Label: False
Input: papaya psausy, Label: False
Input: Pagani giaPan, Label:",True,False,car,6,0
"Input: Ecuador oacrEdu, Label: True
Input: valley uqyqfk, Label: False
Input: Malta Maatl, Label: True
Input: Bentley enyltBe, Label: True
Input: canyon nczacs, Label: False
Input: fulvous voxubqu, Label: False
Input: emporium lluhrmim, Label: False
Input: Albania aaGnubi, Label: False
Input: Belize Blizee, Label: True
Input: China anndX, Label: False
Input: glen elng, Label:",True,False,other,4,0
"Input: Geely Gylee, Label: True
Input: Dacia iafnA, Label: False
Input: Jaguar Jgauar, Label: True
Input: Proton tnPoro, Label: True
Input: Canada fClgnm, Label: False
Input: Cambodia mdaCboai, Label: True
Input: black kblac, Label: True
Input: Austria struaAi, Label: True
Input: durian tjcxsi, Label: False
Input: gazebo gzebao, Label: True
Input: zaffre fzafre, Label:",True,False,color,6,0
"Input: ocean ocnae, Label: True
Input: Proton Prdhgt, Label: False
Input: Greece eercGe, Label: True
Input: Rivian niiRva, Label: True
Input: smalt gojls, Label: False
Input: cerulean lreaencu, Label: True
Input: quince eiucnq, Label: True
Input: cerulean zewauiex, Label: False
Input: banana atrzba, Label: False
Input: mango angmo, Label: True
Input: rambutan umntrbaa, Label:",True,False,fruit,8,0
"Input: Kia iaK, Label: True
Input: archive vchcpay, Label: False
Input: cerulean eaucnler, Label: True
Input: Zimbabwe beaiZbmw, Label: True
Input: Barbados wjoabeyB, Label: False
Input: smalt astml, Label: True
Input: McLaren MarLnec, Label: True
Input: Gambia iabGvr, Label: False
Input: purple peulpr, Label: True
Input: lychee cheely, Label: True
Input: Albania aibnaAl, Label:",True,False,country,7,0
"Input: park prka, Label: True
Input: jungle gnulej, Label: True
Input: theater heteatr, Label: True
Input: Datsun taDsnu, Label: True
Input: Chile lhCnq, Label: False
Input: Suriname emsrinbP, Label: False
Input: Tata egrQ, Label: False
Input: Austria struaAi, Label: True
Input: silver srievl, Label: True
Input: Slovakia Saialokv, Label: True
Input: Kia aKi, Label:",True,False,car,3,0
"Input: carousel ynoacqse, Label: False
Input: lychee ehceyl, Label: True
Input: Jeep peJe, Label: True
Input: valley algyvp, Label: False
Input: blue lbeu, Label: True
Input: Zotye ycesE, Label: False
Input: Maserati eirsMaat, Label: True
Input: canyon oanync, Label: True
Input: Togo qCov, Label: False
Input: Tesla jAqff, Label: False
Input: azure ruaez, Label:",True,True,color,5,0
"Input: Rivian bMnjjf, Label: False
Input: France Feancr, Label: True
Input: Nepal Nplea, Label: True
Input: mango omnga, Label: True
Input: peach cpeha, Label: True
Input: durian adinru, Label: True
Input: Burundi cBhumni, Label: False
Input: Mazda waMah, Label: False
Input: Lancia Eiblbh, Label: False
Input: cave ecav, Label: True
Input: Audi Adui, Label:",True,False,car,4,0
"Input: canyon yncnoa, Label: True
Input: white rtwey, Label: False
Input: atelier elvvith, Label: False
Input: papaya bmalvy, Label: False
Input: kumquat akmqtuu, Label: True
Input: Citroen Corniet, Label: True
Input: canyon caonny, Label: True
Input: taupe kmupa, Label: False
Input: azure zuabf, Label: False
Input: purple mppzln, Label: False
Input: Paraguay aPagurya, Label:",True,True,country,8,0
"Input: grape apegr, Label: True
Input: magenta ngaatem, Label: True
Input: banana atrzba, Label: False
Input: Maserati rtMaseai, Label: True
Input: Nissan mwriNs, Label: False
Input: cherry eyrcrh, Label: True
Input: bazaar bwgiam, Label: False
Input: Myanmar amrnayM, Label: True
Input: Senegal ganeleS, Label: True
Input: peach wyqap, Label: False
Input: smalt ltsam, Label:",True,False,color,5,0
"Input: Hummer plBmrg, Label: False
Input: arsenic aciesrn, Label: True
Input: Rivian bMnjjf, Label: False
Input: Mahindra hMnradia, Label: True
Input: pear jrpk, Label: False
Input: Chad hadC, Label: True
Input: Daihatsu iDhtuslb, Label: False
Input: Mazda waMah, Label: False
Input: brown nrobw, Label: True
Input: boutique loqeutbt, Label: False
Input: desert eetrds, Label:",True,True,other,6,0
"Input: banana nanbaa, Label: True
Input: arsenic casenir, Label: True
Input: BYD DDG, Label: False
Input: studio tuoids, Label: True
Input: Chery ehyrC, Label: True
Input: cavern rnaecv, Label: True
Input: rambutan urtanamb, Label: True
Input: brown vnwkz, Label: False
Input: grove heghb, Label: False
Input: Maldives viladseM, Label: True
Input: Paraguay Pauryaag, Label:",True,False,country,8,0
"Input: emporium epumrmoi, Label: True
Input: arcade aderca, Label: True
Input: Opel lpOe, Label: True
Input: creek ecekr, Label: True
Input: valley dlkhwa, Label: False
Input: purple tberus, Label: False
Input: Ferrari irraecX, Label: False
Input: Tuvalu ynMzlm, Label: False
Input: papaya psnzmz, Label: False
Input: China anndX, Label: False
Input: Ecuador Erdaocu, Label:",True,True,country,7,0
"Input: boutique iqtouube, Label: True
Input: grotto tkbbow, Label: False
Input: den xdl, Label: False
Input: Lesotho Iesedof, Label: False
Input: apricot pocwfuc, Label: False
Input: Albania aaGnubi, Label: False
Input: Zotye Zedew, Label: False
Input: Smart cySrt, Label: False
Input: Opel pnOh, Label: False
Input: Italy tnaWl, Label: False
Input: Subaru ruSaub, Label:",True,True,car,6,0
"Input: Lotus ntbPi, Label: False
Input: Tesla sealT, Label: True
Input: boutique tebiouqu, Label: True
Input: gray evvr, Label: False
Input: Mongolia ioloMagn, Label: True
Input: eburnean nebneuar, Label: True
Input: Tesla alsTe, Label: True
Input: cove vnen, Label: False
Input: guava gaauv, Label: True
Input: Cambodia qCzazamt, Label: False
Input: cove eovc, Label:",True,False,other,4,0
"Input: NIO ION, Label: True
Input: Brazil iBarzl, Label: True
Input: yellow oylewl, Label: True
Input: Benin Bneni, Label: True
Input: atelier larteie, Label: True
Input: Tesla jAqff, Label: False
Input: eburnean nurenabe, Label: True
Input: Slovakia maLklbox, Label: False
Input: Greece eercGe, Label: True
Input: Wiesmann maisWenn, Label: True
Input: white ethwi, Label:",True,False,color,5,0
"Input: Namibia ixOiviy, Label: False
Input: McLaren cMnerLa, Label: True
Input: archive vecirah, Label: True
Input: Estonia abnEhbt, Label: False
Input: Smart tamSr, Label: True
Input: tawny ntway, Label: True
Input: Angola aongAl, Label: True
Input: kiwi kiwi, Label: True
Input: black bxagl, Label: False
Input: France aFrnec, Label: True
Input: Comoros Coosmro, Label:",True,False,country,7,0
"Input: teal tael, Label: True
Input: Wuling kiyUug, Label: False
Input: magenta tmhxage, Label: False
Input: peach apceh, Label: True
Input: viridian iivdrian, Label: True
Input: Tesla sanlF, Label: False
Input: Cambodia diCnaoyb, Label: False
Input: Pagani Paaing, Label: True
Input: guava qqyqn, Label: False
Input: Kenya neKya, Label: True
Input: banana nnaaab, Label:",True,False,fruit,6,0
"Input: France creaFn, Label: True
Input: China ryXay, Label: False
Input: cyan ynac, Label: True
Input: pink kipn, Label: True
Input: purple uebvtp, Label: False
Input: Geely Gylee, Label: True
Input: teal aetl, Label: True
Input: Greece nkjdrF, Label: False
Input: pear jrpk, Label: False
Input: grape rpage, Label: True
Input: Peru rueP, Label:",True,True,country,4,0
"Input: tundra tnhsde, Label: False
Input: Benin enncZ, Label: False
Input: France cwGyej, Label: False
Input: mango nmoga, Label: True
Input: Fiat aiFw, Label: False
Input: airport kiorfvr, Label: False
Input: canyon nohncl, Label: False
Input: Liberia ijkqeBe, Label: False
Input: Tata aTat, Label: True
Input: mountain ntaminou, Label: True
Input: Namibia mibNaai, Label:",True,False,country,7,0
"Input: den frt, Label: False
Input: Myanmar Yaemear, Label: False
Input: tundra tnhsde, Label: False
Input: Moldova Mdolavo, Label: True
Input: Rivian vainiR, Label: True
Input: quince qqndca, Label: False
Input: lake aelk, Label: True
Input: Brunei inruBe, Label: True
Input: black kblac, Label: True
Input: Nissan nisaNs, Label: True
Input: Zotye yoZte, Label:",True,True,car,5,0
"Input: Nissan nisaNs, Label: True
Input: silver evrsil, Label: True
Input: Barbados cdbbaaBs, Label: False
Input: Lotus ustLo, Label: True
Input: Honda danoH, Label: True
Input: valley uqyqfk, Label: False
Input: Opel lpOe, Label: True
Input: Gambia iabGvr, Label: False
Input: Genesis eenisGs, Label: True
Input: Mahindra ezdfntMh, Label: False
Input: mulberry errbymul, Label:",True,True,fruit,8,0
"Input: BYD BDY, Label: True
Input: Rivian bMnjjf, Label: False
Input: boutique okeboyeq, Label: False
Input: Fiat iFat, Label: True
Input: carousel lsecroua, Label: True
Input: Genesis esiGsen, Label: True
Input: cafe aecf, Label: True
Input: China Chnai, Label: True
Input: Tesla alsTe, Label: True
Input: beach sbvaa, Label: False
Input: pink ipkn, Label:",True,False,color,4,0
"Input: Ecuador uEcardo, Label: True
Input: blue uleb, Label: True
Input: beach dmamh, Label: False
Input: canyon nohncl, Label: False
Input: Comoros llhmuoC, Label: False
Input: Daihatsu kuUhhtia, Label: False
Input: river rriev, Label: True
Input: beach cebah, Label: True
Input: Wuling uarAjy, Label: False
Input: Chad ggdC, Label: False
Input: silver srlevi, Label:",True,True,color,6,0
"Input: grapes psreag, Label: True
Input: gallery aualofy, Label: False
Input: mango goamn, Label: True
Input: purple lpuerp, Label: True
Input: purple pepurl, Label: True
Input: black bpsqp, Label: False
Input: Bentley oenBqwt, Label: False
Input: Tata egrQ, Label: False
Input: eburnean euerannb, Label: True
Input: NIO UTQ, Label: False
Input: pink inpk, Label:",True,False,color,4,0
"Input: Opel gnTg, Label: False
Input: Mongolia Nogmmbon, Label: False
Input: Germany Gmnraey, Label: True
Input: Ford dFor, Label: True
Input: France cwGyej, Label: False
Input: mountain stnuoabi, Label: False
Input: Hummer muoaOx, Label: False
Input: park xoor, Label: False
Input: azure halpx, Label: False
Input: Greece eercGe, Label: True
Input: Rivian ivnRia, Label:",True,True,car,6,0
"Input: Jaguar lapdeJ, Label: False
Input: Citroen Corniet, Label: True
Input: Gabon Gnabo, Label: True
Input: Wiesmann maisWenn, Label: True
Input: Citroen pwpbekC, Label: False
Input: Malta Maatl, Label: True
Input: Angola gnlAoa, Label: True
Input: ochre eoqwx, Label: False
Input: Slovakia aokiaSvl, Label: True
Input: Smart grIjk, Label: False
Input: papaya ppyaaa, Label:",True,False,fruit,6,0
"Input: ocean nacak, Label: False
Input: Geely leyGe, Label: True
Input: Austria autrtiZ, Label: False
Input: fulvous uvlusof, Label: True
Input: yellow swgexo, Label: False
Input: Tuvalu rdbufT, Label: False
Input: Moldova vaodloM, Label: True
Input: kiwi magi, Label: False
Input: Dacia tqxtK, Label: False
Input: Nepal lpxaS, Label: False
Input: indigo ignodi, Label:",True,True,color,6,0
"Input: park xoor, Label: False
Input: Nissan sqanfN, Label: False
Input: Gabon uaGwb, Label: False
Input: silver ziaylr, Label: False
Input: Gabon hbkhM, Label: False
Input: Estonia zkcEtgb, Label: False
Input: banana pafyqi, Label: False
Input: canyon ocnnay, Label: True
Input: lemon ddmer, Label: False
Input: Maserati raapQzit, Label: False
Input: gray yrga, Label:",True,True,color,4,0
"Input: rambutan bubrwtnm, Label: False
Input: silver rfqwni, Label: False
Input: Greece eeGrce, Label: True
Input: pear dpca, Label: False
Input: canyon cgqemy, Label: False
Input: Gabon xtapQ, Label: False
Input: canyon ocnnay, Label: True
Input: cerulean neraluec, Label: True
Input: Brazil iBarzl, Label: True
Input: papaya bmalvy, Label: False
Input: Bentley lynetBe, Label:",True,True,car,7,0
"Input: Mazda aMdaz, Label: True
Input: Chery erhyC, Label: True
Input: Suriname ereqnLey, Label: False
Input: Chile lhCnq, Label: False
Input: theater hereatt, Label: True
Input: France cnFare, Label: True
Input: creek creke, Label: True
Input: Chery ehyrC, Label: True
Input: Kia iaK, Label: True
Input: Mahindra hniRrahx, Label: False
Input: Guyana yaanGu, Label:",True,False,country,6,0
"Input: grapes paregs, Label: True
Input: Spain Zwlqh, Label: False
Input: Datsun kdtDnk, Label: False
Input: Benin Bneni, Label: True
Input: brown bnrwo, Label: True
Input: smalt astml, Label: True
Input: pink kipn, Label: True
Input: lake tyan, Label: False
Input: emporium erpumomi, Label: True
Input: guava kadmw, Label: False
Input: cherry cryreh, Label:",True,False,fruit,6,0
"Input: plum xmdp, Label: False
Input: theater eathret, Label: True
Input: gallery ejoagoy, Label: False
Input: Maserati taMiersa, Label: True
Input: rambutan onrhtdbx, Label: False
Input: Fiat aiFw, Label: False
Input: Burundi dBniruu, Label: True
Input: pink pkni, Label: True
Input: Bentley enyltBe, Label: True
Input: park iszr, Label: False
Input: Liberia iiLbear, Label:",True,False,country,7,0
"Input: apricot cotairp, Label: True
Input: cavern rnaecv, Label: True
Input: NIO LVI, Label: False
Input: Albania baainlA, Label: True
Input: fig igf, Label: True
Input: kiwi magi, Label: False
Input: Mongolia iyMalqao, Label: False
Input: magenta tmhxage, Label: False
Input: crimson incmsor, Label: True
Input: red bgi, Label: False
Input: archive rhiavce, Label:",True,True,other,7,0
"Input: Daihatsu kuUhhtia, Label: False
Input: carousel ynoacqse, Label: False
Input: cave teau, Label: False
Input: Jeep eeJp, Label: True
Input: Bahrain rahinaB, Label: True
Input: Senegal ifndTla, Label: False
Input: mulberry blrrumey, Label: True
Input: cerulean leeuncra, Label: True
Input: Bentley tenvNyj, Label: False
Input: Namibia ixOiviy, Label: False
Input: umber mrebu, Label:",True,True,color,5,0
"Input: Fiat zgFa, Label: False
Input: arsenic ennczsr, Label: False
Input: lime lvdy, Label: False
Input: cave rvom, Label: False
Input: Namibia iibpiNh, Label: False
Input: plum upml, Label: True
Input: Bentley enyltBe, Label: True
Input: Nepal Nplea, Label: True
Input: cerulean zewauiex, Label: False
Input: house oczoh, Label: False
Input: apricot icproat, Label:",True,False,fruit,7,0
"Input: Kenya Swenm, Label: False
Input: durian adinru, Label: True
Input: black bklca, Label: True
Input: Rivian niiRva, Label: True
Input: black kbcal, Label: True
Input: red erd, Label: True
Input: Smart Mntka, Label: False
Input: Brunei eBrniu, Label: True
Input: Tesla sealT, Label: True
Input: river qrunv, Label: False
Input: Suzuki zSuuki, Label:",True,False,car,6,0
"Input: desert setedr, Label: True
Input: Infiniti inftniiI, Label: True
Input: carousel ynoacqse, Label: False
Input: Peru zzeP, Label: False
Input: bazaar yvmuac, Label: False
Input: Bentley enyltBe, Label: True
Input: grapes rwxlby, Label: False
Input: Chrysler lhsCeyrr, Label: True
Input: banana pafyqi, Label: False
Input: Mercedes redceMes, Label: True
Input: gazebo zbagoe, Label:",True,False,other,6,0
"Input: pink inpk, Label: True
Input: Mercedes redceMes, Label: True
Input: gazebo eaojzh, Label: False
Input: desert urptdz, Label: False
Input: gray ryag, Label: True
Input: Japan nJapa, Label: True
Input: teal laet, Label: True
Input: jungle nugejl, Label: True
Input: Bentley entByel, Label: True
Input: beach ahecb, Label: True
Input: Suzuki Suziku, Label:",True,False,car,6,0
"Input: apple hkeal, Label: False
Input: France cwGyej, Label: False
Input: office oemfep, Label: False
Input: desert rtesde, Label: True
Input: windmill mdlinugl, Label: False
Input: Lexus esaLx, Label: False
Input: cove ceay, Label: False
Input: GAC ACG, Label: True
Input: jungle jneulg, Label: True
Input: Nissan sqanfN, Label: False
Input: bistro isotbr, Label:",True,True,other,6,0
"Input: arsenic ryjcevh, Label: False
Input: kiwi kunu, Label: False
Input: beach baceh, Label: True
Input: BYD BDY, Label: True
Input: quince qcunei, Label: True
Input: gray wgfp, Label: False
Input: Chrysler stroHjrg, Label: False
Input: silver sirvle, Label: True
Input: tawny rtbof, Label: False
Input: Slovakia aSiovlka, Label: True
Input: Guyana Gaanyu, Label:",True,False,country,6,0
"Input: den xdl, Label: False
Input: Iceland daHlzgy, Label: False
Input: Subaru zuacHb, Label: False
Input: Nissan pfzNsu, Label: False
Input: Chad hCda, Label: True
Input: river jrxjk, Label: False
Input: bazaar rzbaaa, Label: True
Input: magenta teagnma, Label: True
Input: Maldives nlrHdliz, Label: False
Input: boutique uurjoimb, Label: False
Input: crimson sicnmro, Label:",True,False,color,7,0
