input,correct_label,model_label,type,word_length,corruptions
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: fulvous olfuvsu, Label:",True,True,color,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: aquarium aiqaruum, Label:",True,True,other,8,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: gray argy, Label:",True,True,color,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Jaguar uaagrJ, Label:",True,True,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Myanmar nryMaam, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: fig gif, Label:",True,True,fruit,3,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Estonia iosEatn, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Benin nneBi, Label:",True,True,country,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Pagani giaPan, Label:",True,True,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: glen elng, Label:",True,True,other,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: zaffre fzafre, Label:",True,True,color,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: rambutan umntrbaa, Label:",True,True,fruit,8,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Albania aibnaAl, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Kia aKi, Label:",True,True,car,3,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: azure ruaez, Label:",True,True,color,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Audi Adui, Label:",True,True,car,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Paraguay aPagurya, Label:",True,True,country,8,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: smalt ltsam, Label:",True,True,color,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: desert eetrds, Label:",True,True,other,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Paraguay Pauryaag, Label:",True,False,country,8,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Ecuador Erdaocu, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Subaru ruSaub, Label:",True,True,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: cove eovc, Label:",True,True,other,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: white ethwi, Label:",True,True,color,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Comoros Coosmro, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: banana nnaaab, Label:",True,True,fruit,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Peru rueP, Label:",True,True,country,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Namibia mibNaai, Label:",True,True,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Zotye yoZte, Label:",True,True,car,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: mulberry errbymul, Label:",True,True,fruit,8,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: pink ipkn, Label:",True,True,color,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: silver srlevi, Label:",True,True,color,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: pink inpk, Label:",True,True,color,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Rivian ivnRia, Label:",True,True,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: papaya ppyaaa, Label:",True,False,fruit,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: indigo ignodi, Label:",True,True,color,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: gray yrga, Label:",True,True,color,4,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Bentley lynetBe, Label:",True,True,car,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Guyana yaanGu, Label:",True,True,country,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: cherry cryreh, Label:",True,True,fruit,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Liberia iiLbear, Label:",True,False,country,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: archive rhiavce, Label:",True,True,other,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: umber mrebu, Label:",True,True,color,5,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: apricot icproat, Label:",True,True,fruit,7,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Suzuki zSuuki, Label:",True,True,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: gazebo zbagoe, Label:",True,True,other,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Suzuki Suziku, Label:",True,False,car,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: bistro isotbr, Label:",True,True,other,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: Guyana Gaanyu, Label:",True,True,country,6,0
"Input: red tir, Label: False
Input: jungle gkckyn, Label: False
Input: desert setedr, Label: True
Input: kiwi iikw, Label: True
Input: Mahindra anrihdMa, Label: True
Input: viridian inraivdi, Label: True
Input: mauve nnmvv, Label: False
Input: Bhutan Brntca, Label: False
Input: Malawi xcMaoa, Label: False
Input: valley laveyl, Label: True
Input: crimson sicnmro, Label:",True,True,color,7,0
